Wert 1 : Wirkleistung L1 (1 s) [umg604-7000-6277]
Nummer;Zeit;Wert 1-avg[W];Wert 1-min[W];Wert 1-max[W];
54622;19.12.17 15:10:22;64,213;64,077;64,420;
54623;19.12.17 15:10:23;64,203;64,053;64,314;
54624;19.12.17 15:10:24;64,175;64,045;64,333;
54625;19.12.17 15:10:25;64,189;64,085;64,298;
54626;19.12.17 15:10:26;64,202;64,056;64,346;
54627;19.12.17 15:10:27;64,200;64,021;64,467;
54628;19.12.17 15:10:28;64,192;63,959;64,368;
54629;19.12.17 15:10:29;64,271;64,215;64,333;
54630;19.12.17 15:10:30;64,276;64,100;64,433;
54631;19.12.17 15:10:31;64,224;64,092;64,325;
54632;19.12.17 15:10:32;64,272;64,090;64,388;
54633;19.12.17 15:10:33;64,336;64,139;64,486;
54634;19.12.17 15:10:34;64,358;64,192;64,623;
54635;19.12.17 15:10:35;64,398;64,314;64,466;
54636;19.12.17 15:10:36;64,321;64,158;64,538;
54637;19.12.17 15:10:37;64,338;64,166;64,631;
54638;19.12.17 15:10:38;64,443;64,323;64,569;
54639;19.12.17 15:10:39;64,320;64,215;64,583;
54640;19.12.17 15:10:40;64,211;63,999;64,309;
54641;19.12.17 15:10:41;64,176;63,970;64,317;
54642;19.12.17 15:10:42;64,168;64,047;64,279;
54643;19.12.17 15:10:43;64,234;64,034;64,370;
54644;19.12.17 15:10:44;64,237;64,068;64,359;
54645;19.12.17 15:10:45;64,260;64,124;64,476;
54646;19.12.17 15:10:46;64,122;63,989;64,286;
54647;19.12.17 15:10:47;64,254;64,175;64,346;
54648;19.12.17 15:10:48;64,156;64,008;64,245;
54649;19.12.17 15:10:49;64,205;64,047;64,360;
54650;19.12.17 15:10:50;64,168;63,994;64,323;
54651;19.12.17 15:10:51;64,125;63,923;64,239;
54652;19.12.17 15:10:52;64,205;63,946;64,353;
54653;19.12.17 15:10:53;64,087;64,041;64,133;
54654;19.12.17 15:10:54;64,160;63,963;64,318;
54655;19.12.17 15:10:55;64,153;64,052;64,246;
54656;19.12.17 15:10:56;64,124;63,934;64,346;
54657;19.12.17 15:10:57;64,125;64,059;64,246;
54658;19.12.17 15:10:58;64,075;63,981;64,175;
54659;19.12.17 15:10:59;64,124;64,065;64,197;
54660;19.12.17 15:11:00;64,064;63,909;64,383;
54661;19.12.17 15:11:01;64,223;64,061;64,471;
54662;19.12.17 15:11:02;64,236;64,168;64,426;
54663;19.12.17 15:11:03;64,173;64,097;64,231;
54664;19.12.17 15:11:04;64,205;64,079;64,478;
54665;19.12.17 15:11:05;64,138;63,976;64,306;
54666;19.12.17 15:11:06;64,243;64,152;64,343;
54667;19.12.17 15:11:07;64,119;64,017;64,340;
54668;19.12.17 15:11:08;64,268;64,180;64,319;
54669;19.12.17 15:11:09;64,119;63,950;64,308;
54670;19.12.17 15:11:10;64,156;64,019;64,396;
54671;19.12.17 15:11:11;64,217;64,100;64,281;
54672;19.12.17 15:11:12;64,108;64,039;64,236;
54673;19.12.17 15:11:13;64,269;64,202;64,386;
54674;19.12.17 15:11:14;64,170;63,986;64,388;
54675;19.12.17 15:11:15;64,184;64,077;64,398;
54676;19.12.17 15:11:16;64,161;63,962;64,406;
54677;19.12.17 15:11:17;64,147;64,023;64,391;
54678;19.12.17 15:11:18;64,214;64,054;64,355;
54679;19.12.17 15:11:19;64,197;64,068;64,363;
54680;19.12.17 15:11:20;64,189;64,110;64,359;
54681;19.12.17 15:11:21;64,077;63,973;64,180;
54682;19.12.17 15:11:22;64,225;64,062;64,426;
54683;19.12.17 15:11:23;64,135;64,024;64,220;
54684;19.12.17 15:11:24;64,139;63,950;64,318;
54685;19.12.17 15:11:25;64,198;64,083;64,380;
54686;19.12.17 15:11:26;64,085;63,945;64,193;
54687;19.12.17 15:11:27;64,158;63,987;64,381;
54688;19.12.17 15:11:28;64,100;63,901;64,189;
54689;19.12.17 15:11:29;64,222;64,085;64,494;
54690;19.12.17 15:11:30;64,214;64,096;64,401;
54691;19.12.17 15:11:31;64,128;64,074;64,233;
54692;19.12.17 15:11:32;64,189;64,003;64,289;
54693;19.12.17 15:11:33;64,095;64,035;64,255;
54694;19.12.17 15:11:34;64,175;64,092;64,287;
54695;19.12.17 15:11:35;64,174;64,035;64,307;
54696;19.12.17 15:11:36;64,182;64,031;64,360;
54697;19.12.17 15:11:37;64,183;63,989;64,269;
54698;19.12.17 15:11:38;64,302;64,134;64,413;
54699;19.12.17 15:11:39;64,383;64,159;64,473;
54700;19.12.17 15:11:40;64,318;64,182;64,407;
54701;19.12.17 15:11:41;64,366;64,230;64,517;
54702;19.12.17 15:11:42;64,375;64,205;64,597;
54703;19.12.17 15:11:43;64,331;64,235;64,429;
54704;19.12.17 15:11:44;64,284;64,163;64,389;
54705;19.12.17 15:11:45;64,337;64,194;64,469;
54706;19.12.17 15:11:46;64,317;64,250;64,368;
54707;19.12.17 15:11:47;64,338;64,158;64,452;
54708;19.12.17 15:11:48;64,430;64,286;64,510;
54709;19.12.17 15:11:49;64,191;63,971;64,359;
54710;19.12.17 15:11:50;64,109;64,037;64,152;
54711;19.12.17 15:11:51;64,139;64,054;64,251;
54712;19.12.17 15:11:52;64,114;64,001;64,231;
54713;19.12.17 15:11:53;64,119;63,943;64,309;
54714;19.12.17 15:11:54;64,073;63,890;64,292;
54715;19.12.17 15:11:55;64,113;63,938;64,198;
54716;19.12.17 15:11:56;64,145;63,980;64,328;
54717;19.12.17 15:11:57;64,185;64,043;64,358;
54718;19.12.17 15:11:58;64,227;64,154;64,304;
54719;19.12.17 15:11:59;64,262;64,064;64,582;
54720;19.12.17 15:12:00;64,153;64,020;64,256;
54721;19.12.17 15:12:01;64,177;64,058;64,431;
54722;19.12.17 15:12:02;64,184;64,031;64,289;
54723;19.12.17 15:12:03;64,140;64,064;64,275;
54724;19.12.17 15:12:04;64,242;64,070;64,448;
54725;19.12.17 15:12:05;64,104;63,972;64,235;
54726;19.12.17 15:12:06;64,135;64,045;64,258;
54727;19.12.17 15:12:07;64,140;64,020;64,231;
54728;19.12.17 15:12:08;64,120;64,008;64,334;
54729;19.12.17 15:12:09;64,160;64,102;64,290;
54730;19.12.17 15:12:10;64,119;63,992;64,376;
54731;19.12.17 15:12:11;64,199;64,013;64,268;
54732;19.12.17 15:12:12;64,147;63,967;64,381;
54733;19.12.17 15:12:13;64,147;64,043;64,287;
54734;19.12.17 15:12:14;64,073;63,953;64,195;
54735;19.12.17 15:12:15;64,174;63,959;64,403;
54736;19.12.17 15:12:16;64,127;64,023;64,214;
54737;19.12.17 15:12:17;64,154;63,981;64,409;
54738;19.12.17 15:12:18;64,164;64,011;64,330;
54739;19.12.17 15:12:19;64,068;63,950;64,261;
54740;19.12.17 15:12:20;64,182;64,085;64,303;
54741;19.12.17 15:12:21;64,121;63,916;64,258;
54742;19.12.17 15:12:22;64,099;63,985;64,236;
54743;19.12.17 15:12:23;64,131;64,029;64,235;
54744;19.12.17 15:12:24;64,155;64,040;64,228;
54745;19.12.17 15:12:25;64,183;64,058;64,320;
54746;19.12.17 15:12:26;64,181;64,151;64,215;
54747;19.12.17 15:12:27;64,216;64,198;64,255;
54748;19.12.17 15:12:28;64,113;64,004;64,229;
54749;19.12.17 15:12:29;64,223;63,958;64,326;
54750;19.12.17 15:12:30;64,196;64,044;64,316;
54751;19.12.17 15:12:31;64,134;63,912;64,267;
54752;19.12.17 15:12:32;64,215;63,964;64,429;
54753;19.12.17 15:12:33;64,133;64,029;64,390;
54754;19.12.17 15:12:34;64,119;64,018;64,212;
54755;19.12.17 15:12:35;64,198;64,128;64,260;
54756;19.12.17 15:12:36;64,228;64,020;64,501;
54757;19.12.17 15:12:37;64,174;64,005;64,352;
54758;19.12.17 15:12:38;64,156;64,026;64,308;
54759;19.12.17 15:12:39;64,263;64,145;64,357;
54760;19.12.17 15:12:40;64,107;64,031;64,186;
54761;19.12.17 15:12:41;64,222;64,094;64,342;
54762;19.12.17 15:12:42;64,085;64,015;64,188;
54763;19.12.17 15:12:43;64,143;64,033;64,211;
54764;19.12.17 15:12:44;64,155;64,029;64,248;
54765;19.12.17 15:12:45;64,134;64,042;64,235;
54766;19.12.17 15:12:46;64,159;64,057;64,284;
54767;19.12.17 15:12:47;64,268;64,058;64,571;
54768;19.12.17 15:12:48;64,293;64,032;64,521;
54769;19.12.17 15:12:49;64,230;64,129;64,361;
54770;19.12.17 15:12:50;64,291;64,001;64,504;
54771;19.12.17 15:12:51;64,194;64,102;64,263;
54772;19.12.17 15:12:52;64,158;64,005;64,231;
54773;19.12.17 15:12:53;64,295;64,221;64,400;
54774;19.12.17 15:12:54;64,189;64,024;64,376;
54775;19.12.17 15:12:55;64,334;64,030;64,527;
54776;19.12.17 15:12:56;64,300;64,093;64,388;
54777;19.12.17 15:12:57;64,302;64,183;64,509;
54778;19.12.17 15:12:58;64,225;64,094;64,387;
54779;19.12.17 15:12:59;64,156;63,983;64,258;
54780;19.12.17 15:13:00;64,183;64,004;64,476;
54781;19.12.17 15:13:01;64,151;64,099;64,199;
54782;19.12.17 15:13:02;64,152;64,083;64,299;
54783;19.12.17 15:13:03;64,133;63,962;64,263;
54784;19.12.17 15:13:04;64,188;64,047;64,307;
54785;19.12.17 15:13:05;64,171;64,061;64,305;
54786;19.12.17 15:13:06;64,163;64,012;64,253;
54787;19.12.17 15:13:07;64,153;63,989;64,254;
54788;19.12.17 15:13:08;64,147;64,052;64,268;
54789;19.12.17 15:13:09;64,069;63,956;64,149;
54790;19.12.17 15:13:10;64,149;64,035;64,321;
54791;19.12.17 15:13:11;64,088;63,998;64,271;
54792;19.12.17 15:13:12;64,174;63,984;64,331;
54793;19.12.17 15:13:13;64,091;63,886;64,276;
54794;19.12.17 15:13:14;64,142;64,019;64,247;
54795;19.12.17 15:13:15;64,093;63,962;64,181;
54796;19.12.17 15:13:16;64,106;63,991;64,251;
54797;19.12.17 15:13:17;64,125;64,038;64,271;
54798;19.12.17 15:13:18;64,064;63,990;64,210;
54799;19.12.17 15:13:19;64,122;63,992;64,203;
54800;19.12.17 15:13:20;64,029;63,897;64,123;
54801;19.12.17 15:13:21;64,068;63,931;64,313;
54802;19.12.17 15:13:22;64,093;63,920;64,188;
54803;19.12.17 15:13:23;64,166;63,983;64,265;
54804;19.12.17 15:13:24;64,164;64,026;64,351;
54805;19.12.17 15:13:25;64,119;63,960;64,337;
54806;19.12.17 15:13:26;64,119;63,997;64,286;
54807;19.12.17 15:13:27;64,117;63,990;64,228;
54808;19.12.17 15:13:28;64,174;63,949;64,414;
54809;19.12.17 15:13:29;64,177;64,038;64,482;
54810;19.12.17 15:13:30;64,173;63,980;64,366;
54811;19.12.17 15:13:31;64,171;63,968;64,310;
54812;19.12.17 15:13:32;64,155;64,040;64,369;
54813;19.12.17 15:13:33;64,293;64,170;64,366;
54814;19.12.17 15:13:34;64,123;64,039;64,268;
54815;19.12.17 15:13:35;64,143;63,978;64,311;
54816;19.12.17 15:13:36;64,086;64,011;64,223;
54817;19.12.17 15:13:37;64,147;63,920;64,375;
54818;19.12.17 15:13:38;64,189;63,964;64,380;
54819;19.12.17 15:13:39;64,099;63,941;64,292;
54820;19.12.17 15:13:40;64,104;64,023;64,182;
54821;19.12.17 15:13:41;64,085;63,929;64,232;
54822;19.12.17 15:13:42;64,093;63,964;64,322;
54823;19.12.17 15:13:43;64,048;63,910;64,170;
54824;19.12.17 15:13:44;64,124;63,952;64,232;
54825;19.12.17 15:13:45;64,161;64,036;64,254;
54826;19.12.17 15:13:46;64,060;63,935;64,214;
54827;19.12.17 15:13:47;64,105;63,957;64,159;
54828;19.12.17 15:13:48;64,079;63,974;64,410;
54829;19.12.17 15:13:49;64,131;63,992;64,353;
54830;19.12.17 15:13:50;64,142;63,999;64,232;
54831;19.12.17 15:13:51;64,148;63,994;64,238;
54832;19.12.17 15:13:52;64,165;64,072;64,228;
54833;19.12.17 15:13:53;64,142;64,089;64,216;
54834;19.12.17 15:13:54;64,188;64,087;64,328;
54835;19.12.17 15:13:55;64,192;64,014;64,517;
54836;19.12.17 15:13:56;64,174;63,958;64,345;
54837;19.12.17 15:13:57;64,255;64,028;64,526;
54838;19.12.17 15:13:58;64,335;64,155;64,576;
54839;19.12.17 15:13:59;64,292;64,056;64,462;
54840;19.12.17 15:14:00;64,407;64,158;64,659;
54841;19.12.17 15:14:01;64,398;64,224;64,550;
54842;19.12.17 15:14:02;64,227;64,116;64,372;
54843;19.12.17 15:14:03;64,385;64,306;64,601;
54844;19.12.17 15:14:04;64,343;64,186;64,452;
54845;19.12.17 15:14:05;64,321;64,180;64,531;
54846;19.12.17 15:14:06;64,242;64,125;64,407;
54847;19.12.17 15:14:07;64,359;64,001;64,553;
54848;19.12.17 15:14:08;64,159;63,951;64,317;
54849;19.12.17 15:14:09;64,119;64,039;64,183;
54850;19.12.17 15:14:10;64,114;64,081;64,147;
54851;19.12.17 15:14:11;64,127;64,035;64,277;
54852;19.12.17 15:14:12;64,180;63,951;64,293;
54853;19.12.17 15:14:13;64,093;63,924;64,295;
54854;19.12.17 15:14:14;64,131;63,909;64,327;
54855;19.12.17 15:14:15;64,099;63,960;64,206;
54856;19.12.17 15:14:16;64,064;63,990;64,187;
54857;19.12.17 15:14:17;64,137;64,000;64,246;
54858;19.12.17 15:14:18;64,128;64,000;64,305;
54859;19.12.17 15:14:19;64,226;64,128;64,302;
54860;19.12.17 15:14:20;64,194;64,037;64,289;
54861;19.12.17 15:14:21;64,120;63,995;64,181;
54862;19.12.17 15:14:22;64,230;64,093;64,366;
54863;19.12.17 15:14:23;64,151;63,995;64,269;
54864;19.12.17 15:14:24;64,137;64,009;64,197;
54865;19.12.17 15:14:25;64,077;63,973;64,195;
54866;19.12.17 15:14:26;64,250;63,982;64,471;
54867;19.12.17 15:14:27;64,119;63,961;64,283;
54868;19.12.17 15:14:28;64,180;64,000;64,291;
54869;19.12.17 15:14:29;64,163;64,113;64,220;
54870;19.12.17 15:14:30;64,149;64,046;64,251;
54871;19.12.17 15:14:31;64,225;63,983;64,393;
54872;19.12.17 15:14:32;64,216;64,041;64,329;
54873;19.12.17 15:14:33;64,154;64,023;64,300;
54874;19.12.17 15:14:34;64,150;63,978;64,253;
54875;19.12.17 15:14:35;64,168;64,067;64,240;
54876;19.12.17 15:14:36;64,141;64,018;64,281;
54877;19.12.17 15:14:37;64,077;63,982;64,221;
54878;19.12.17 15:14:38;64,144;64,089;64,190;
54879;19.12.17 15:14:39;64,065;64,031;64,146;
54880;19.12.17 15:14:40;64,209;64,071;64,285;
54881;19.12.17 15:14:41;64,091;63,939;64,184;
54882;19.12.17 15:14:42;64,180;63,986;64,370;
54883;19.12.17 15:14:43;64,050;63,999;64,114;
54884;19.12.17 15:14:44;64,041;63,923;64,241;
54885;19.12.17 15:14:45;64,021;63,910;64,085;
54886;19.12.17 15:14:46;64,009;63,909;64,089;
54887;19.12.17 15:14:47;64,144;64,076;64,388;
54888;19.12.17 15:14:48;64,030;63,937;64,112;
54889;19.12.17 15:14:49;64,049;63,964;64,166;
54890;19.12.17 15:14:50;64,106;63,949;64,244;
54891;19.12.17 15:14:51;64,073;63,986;64,177;
54892;19.12.17 15:14:52;64,170;64,061;64,450;
54893;19.12.17 15:14:53;64,042;63,932;64,135;
54894;19.12.17 15:14:54;64,042;63,990;64,125;
54895;19.12.17 15:14:55;64,084;63,993;64,264;
54896;19.12.17 15:14:56;64,106;64,067;64,153;
54897;19.12.17 15:14:57;64,132;64,047;64,244;
54898;19.12.17 15:14:58;64,048;63,995;64,130;
54899;19.12.17 15:14:59;64,095;63,974;64,278;
54900;19.12.17 15:15:00;64,047;63,966;64,139;
54901;19.12.17 15:15:01;64,086;64,017;64,169;
54902;19.12.17 15:15:02;64,084;63,906;64,174;
54903;19.12.17 15:15:03;64,086;63,883;64,213;
54904;19.12.17 15:15:04;64,101;63,875;64,339;
54905;19.12.17 15:15:05;64,128;64,028;64,208;
54906;19.12.17 15:15:06;64,068;63,955;64,138;
54907;19.12.17 15:15:07;64,092;63,939;64,153;
54908;19.12.17 15:15:08;64,129;64,001;64,204;
54909;19.12.17 15:15:09;64,115;63,971;64,276;
54910;19.12.17 15:15:10;64,167;64,083;64,358;
54911;19.12.17 15:15:11;64,074;63,984;64,159;
54912;19.12.17 15:15:12;64,144;64,012;64,306;
54913;19.12.17 15:15:13;64,160;64,134;64,201;
54914;19.12.17 15:15:14;64,083;63,937;64,254;
54915;19.12.17 15:15:15;64,130;64,007;64,253;
54916;19.12.17 15:15:16;64,137;64,028;64,256;
54917;19.12.17 15:15:17;64,162;64,005;64,338;
54918;19.12.17 15:15:18;64,182;64,150;64,227;
54919;19.12.17 15:15:19;64,193;64,051;64,352;
54920;19.12.17 15:15:20;64,130;64,065;64,197;
54921;19.12.17 15:15:21;64,092;63,922;64,159;
54922;19.12.17 15:15:22;64,065;63,959;64,332;
54923;19.12.17 15:15:23;64,074;63,965;64,156;
54924;19.12.17 15:15:24;64,143;64,088;64,299;
54925;19.12.17 15:15:25;64,089;63,927;64,201;
54926;19.12.17 15:15:26;64,134;64,052;64,225;
54927;19.12.17 15:15:27;64,017;63,939;64,074;
54928;19.12.17 15:15:28;64,077;63,958;64,251;
54929;19.12.17 15:15:29;64,114;63,908;64,257;
54930;19.12.17 15:15:30;64,070;63,883;64,219;
54931;19.12.17 15:15:31;64,141;63,863;64,263;
54932;19.12.17 15:15:32;64,030;63,916;64,094;
54933;19.12.17 15:15:33;64,091;63,972;64,146;
54934;19.12.17 15:15:34;64,035;63,880;64,237;
54935;19.12.17 15:15:35;64,109;63,984;64,284;
54936;19.12.17 15:15:36;64,005;63,950;64,039;
54937;19.12.17 15:15:37;64,037;63,859;64,164;
54938;19.12.17 15:15:38;64,098;63,961;64,190;
54939;19.12.17 15:15:39;64,059;63,979;64,165;
54940;19.12.17 15:15:40;64,046;63,883;64,158;
54941;19.12.17 15:15:41;64,023;63,943;64,083;
54942;19.12.17 15:15:42;64,056;63,919;64,233;
54943;19.12.17 15:15:43;64,065;63,986;64,150;
54944;19.12.17 15:15:44;64,108;63,887;64,326;
54945;19.12.17 15:15:45;64,039;63,929;64,186;
54946;19.12.17 15:15:46;64,052;63,892;64,309;
54947;19.12.17 15:15:47;64,089;63,978;64,171;
54948;19.12.17 15:15:48;64,060;63,966;64,165;
54949;19.12.17 15:15:49;64,064;63,995;64,161;
54950;19.12.17 15:15:50;64,030;63,943;64,158;
54951;19.12.17 15:15:51;64,082;63,949;64,293;
54952;19.12.17 15:15:52;64,095;63,984;64,173;
54953;19.12.17 15:15:53;64,075;63,955;64,151;
54954;19.12.17 15:15:54;64,077;63,971;64,127;
54955;19.12.17 15:15:55;64,146;63,978;64,364;
54956;19.12.17 15:15:56;64,087;64,022;64,196;
54957;19.12.17 15:15:57;64,113;63,925;64,203;
54958;19.12.17 15:15:58;64,046;63,941;64,129;
54959;19.12.17 15:15:59;64,063;64,004;64,175;
54960;19.12.17 15:16:00;64,084;63,915;64,204;
54961;19.12.17 15:16:01;64,091;63,971;64,196;
54962;19.12.17 15:16:02;64,086;63,919;64,216;
54963;19.12.17 15:16:03;64,082;63,996;64,189;
54964;19.12.17 15:16:04;63,995;63,953;64,027;
54965;19.12.17 15:16:05;64,046;64,005;64,116;
54966;19.12.17 15:16:06;64,028;63,865;64,183;
54967;19.12.17 15:16:07;64,071;63,921;64,137;
54968;19.12.17 15:16:08;64,020;63,928;64,118;
54969;19.12.17 15:16:09;64,009;63,853;64,283;
54970;19.12.17 15:16:10;64,019;63,866;64,150;
54971;19.12.17 15:16:11;64,078;64,014;64,217;
54972;19.12.17 15:16:12;64,086;63,944;64,178;
54973;19.12.17 15:16:13;64,012;63,876;64,160;
54974;19.12.17 15:16:14;63,998;63,926;64,121;
54975;19.12.17 15:16:15;64,076;64,009;64,139;
54976;19.12.17 15:16:16;64,080;63,894;64,223;
54977;19.12.17 15:16:17;64,078;63,918;64,303;
54978;19.12.17 15:16:18;64,038;64,009;64,081;
54979;19.12.17 15:16:19;64,084;64,011;64,178;
54980;19.12.17 15:16:20;64,152;63,944;64,280;
54981;19.12.17 15:16:21;64,192;64,074;64,301;
54982;19.12.17 15:16:22;64,123;63,938;64,215;
54983;19.12.17 15:16:23;64,180;64,042;64,360;
54984;19.12.17 15:16:24;64,219;64,139;64,345;
54985;19.12.17 15:16:25;64,157;64,042;64,270;
54986;19.12.17 15:16:26;64,130;64,047;64,299;
54987;19.12.17 15:16:27;64,120;64,004;64,184;
54988;19.12.17 15:16:28;64,167;64,026;64,375;
54989;19.12.17 15:16:29;64,143;64,004;64,286;
54990;19.12.17 15:16:30;64,131;64,055;64,251;
54991;19.12.17 15:16:31;64,173;64,061;64,382;
54992;19.12.17 15:16:32;64,028;63,921;64,230;
54993;19.12.17 15:16:33;64,057;63,974;64,139;
54994;19.12.17 15:16:34;64,030;63,989;64,129;
54995;19.12.17 15:16:35;64,058;63,953;64,136;
54996;19.12.17 15:16:36;64,050;63,929;64,102;
54997;19.12.17 15:16:37;64,055;63,908;64,140;
54998;19.12.17 15:16:38;64,124;63,916;64,230;
54999;19.12.17 15:16:39;63,966;63,834;64,114;
55000;19.12.17 15:16:40;64,077;63,958;64,219;
55001;19.12.17 15:16:41;64,056;63,968;64,205;
55002;19.12.17 15:16:42;64,088;63,923;64,205;
55003;19.12.17 15:16:43;64,089;63,998;64,188;
55004;19.12.17 15:16:44;64,128;64,080;64,235;
55005;19.12.17 15:16:45;64,070;63,968;64,229;
55006;19.12.17 15:16:46;64,083;63,955;64,209;
55007;19.12.17 15:16:47;64,075;64,019;64,125;
55008;19.12.17 15:16:48;64,097;63,983;64,233;
55009;19.12.17 15:16:49;64,124;64,005;64,286;
55010;19.12.17 15:16:50;64,096;63,957;64,199;
55011;19.12.17 15:16:51;64,082;63,955;64,194;
55012;19.12.17 15:16:52;64,071;64,018;64,184;
55013;19.12.17 15:16:53;64,078;63,980;64,141;
55014;19.12.17 15:16:54;64,036;63,910;64,135;
55015;19.12.17 15:16:55;64,037;63,976;64,121;
55016;19.12.17 15:16:56;64,060;63,993;64,123;
55017;19.12.17 15:16:57;64,082;63,973;64,252;
55018;19.12.17 15:16:58;64,044;63,966;64,185;
55019;19.12.17 15:16:59;64,065;63,934;64,150;
55020;19.12.17 15:17:00;64,091;64,024;64,140;
55021;19.12.17 15:17:01;64,098;63,977;64,223;
55022;19.12.17 15:17:02;64,048;63,894;64,265;
55023;19.12.17 15:17:03;64,067;63,883;64,219;
55024;19.12.17 15:17:04;63,979;63,868;64,069;
55025;19.12.17 15:17:05;64,103;64,041;64,167;
55026;19.12.17 15:17:06;64,023;63,890;64,199;
55027;19.12.17 15:17:07;64,062;63,990;64,159;
55028;19.12.17 15:17:08;64,096;64,028;64,250;
55029;19.12.17 15:17:09;64,156;64,030;64,301;
55030;19.12.17 15:17:10;64,205;64,108;64,369;
55031;19.12.17 15:17:11;64,156;64,038;64,337;
55032;19.12.17 15:17:12;64,174;63,983;64,298;
55033;19.12.17 15:17:13;64,153;64,073;64,246;
55034;19.12.17 15:17:14;64,148;64,033;64,269;
55035;19.12.17 15:17:15;64,117;64,048;64,170;
55036;19.12.17 15:17:16;64,184;64,012;64,323;
55037;19.12.17 15:17:17;64,154;64,065;64,315;
55038;19.12.17 15:17:18;64,123;64,038;64,214;
55039;19.12.17 15:17:19;64,172;63,969;64,279;
55040;19.12.17 15:17:20;64,109;64,034;64,176;
55041;19.12.17 15:17:21;64,160;64,059;64,287;
55042;19.12.17 15:17:22;64,131;64,083;64,180;
55043;19.12.17 15:17:23;64,128;63,953;64,422;
55044;19.12.17 15:17:24;64,059;64,017;64,134;
55045;19.12.17 15:17:25;64,177;63,958;64,307;
55046;19.12.17 15:17:26;64,037;63,939;64,157;
55047;19.12.17 15:17:27;64,140;63,935;64,363;
55048;19.12.17 15:17:28;64,120;64,038;64,235;
55049;19.12.17 15:17:29;64,052;63,871;64,204;
55050;19.12.17 15:17:30;64,102;63,978;64,205;
55051;19.12.17 15:17:31;64,155;64,097;64,236;
55052;19.12.17 15:17:32;64,217;64,113;64,341;
55053;19.12.17 15:17:33;64,130;64,078;64,175;
55054;19.12.17 15:17:34;64,223;64,147;64,280;
55055;19.12.17 15:17:35;64,306;64,231;64,350;
55056;19.12.17 15:17:36;64,260;64,148;64,310;
55057;19.12.17 15:17:37;64,306;64,140;64,447;
55058;19.12.17 15:17:38;64,177;64,068;64,290;
55059;19.12.17 15:17:39;64,228;64,113;64,363;
55060;19.12.17 15:17:40;64,224;64,129;64,411;
55061;19.12.17 15:17:41;64,278;64,147;64,419;
55062;19.12.17 15:17:42;64,152;64,086;64,266;
55063;19.12.17 15:17:43;64,081;63,945;64,281;
55064;19.12.17 15:17:44;64,141;64,102;64,180;
55065;19.12.17 15:17:45;64,090;63,988;64,288;
55066;19.12.17 15:17:46;64,193;64,051;64,322;
55067;19.12.17 15:17:47;64,124;63,980;64,215;
55068;19.12.17 15:17:48;64,166;64,128;64,255;
55069;19.12.17 15:17:49;64,125;64,024;64,209;
55070;19.12.17 15:17:50;64,176;63,969;64,410;
55071;19.12.17 15:17:51;64,189;63,970;64,351;
55072;19.12.17 15:17:52;64,135;63,951;64,260;
55073;19.12.17 15:17:53;64,131;64,070;64,197;
55074;19.12.17 15:17:54;64,143;64,023;64,400;
55075;19.12.17 15:17:55;64,178;63,973;64,287;
55076;19.12.17 15:17:56;64,103;63,941;64,286;
55077;19.12.17 15:17:57;64,045;63,934;64,167;
55078;19.12.17 15:17:58;64,095;63,985;64,244;
55079;19.12.17 15:17:59;64,039;63,903;64,229;
55080;19.12.17 15:18:00;64,048;63,890;64,179;
55081;19.12.17 15:18:01;64,084;63,949;64,294;
55082;19.12.17 15:18:02;64,057;63,843;64,197;
55083;19.12.17 15:18:03;64,105;63,853;64,229;
55084;19.12.17 15:18:04;64,045;63,981;64,085;
55085;19.12.17 15:18:05;64,141;63,959;64,278;
55086;19.12.17 15:18:06;64,071;63,972;64,181;
55087;19.12.17 15:18:07;64,084;63,964;64,172;
55088;19.12.17 15:18:08;64,116;63,971;64,202;
55089;19.12.17 15:18:09;64,155;64,015;64,287;
55090;19.12.17 15:18:10;64,113;63,999;64,229;
55091;19.12.17 15:18:11;64,083;63,987;64,140;
55092;19.12.17 15:18:12;64,162;63,948;64,282;
55093;19.12.17 15:18:13;64,157;63,996;64,371;
55094;19.12.17 15:18:14;64,095;63,976;64,273;
55095;19.12.17 15:18:15;64,148;63,899;64,320;
55096;19.12.17 15:18:16;64,145;63,997;64,236;
55097;19.12.17 15:18:17;64,091;63,945;64,210;
55098;19.12.17 15:18:18;64,129;63,924;64,264;
55099;19.12.17 15:18:19;64,017;63,924;64,195;
55100;19.12.17 15:18:20;64,102;64,007;64,189;
55101;19.12.17 15:18:21;64,114;63,995;64,282;
55102;19.12.17 15:18:22;64,098;63,941;64,233;
55103;19.12.17 15:18:23;64,097;63,893;64,225;
55104;19.12.17 15:18:24;64,100;64,028;64,279;
55105;19.12.17 15:18:25;64,174;64,010;64,401;
55106;19.12.17 15:18:26;64,049;63,967;64,174;
55107;19.12.17 15:18:27;64,109;63,969;64,272;
55108;19.12.17 15:18:28;64,065;63,932;64,183;
55109;19.12.17 15:18:29;64,099;64,007;64,279;
55110;19.12.17 15:18:30;64,045;63,966;64,193;
55111;19.12.17 15:18:31;64,051;63,732;64,325;
55112;19.12.17 15:18:32;64,056;63,745;64,190;
55113;19.12.17 15:18:33;64,002;63,805;64,202;
55114;19.12.17 15:18:34;64,052;64,025;64,077;
55115;19.12.17 15:18:35;64,082;63,910;64,227;
55116;19.12.17 15:18:36;64,153;64,011;64,321;
55117;19.12.17 15:18:37;64,101;63,866;64,227;
55118;19.12.17 15:18:38;64,157;63,988;64,410;
