Wert 1 : Wirkleistung L1 (1 s) [umg604-7000-6277]
Nummer;Zeit;Wert 1-avg[W];Wert 1-min[W];Wert 1-max[W];
43282;20.12.17 12:01:22;52,433;52,355;52,511;
43283;20.12.17 12:01:23;52,501;52,316;52,737;
43284;20.12.17 12:01:24;52,549;52,396;52,865;
43285;20.12.17 12:01:25;52,486;52,370;52,557;
43286;20.12.17 12:01:26;52,622;52,374;52,952;
43287;20.12.17 12:01:27;52,461;52,409;52,559;
43288;20.12.17 12:01:28;52,608;52,364;52,992;
43289;20.12.17 12:01:29;52,459;52,415;52,509;
43290;20.12.17 12:01:30;52,457;52,278;52,583;
43291;20.12.17 12:01:31;52,445;52,362;52,529;
43292;20.12.17 12:01:32;52,582;52,376;53,129;
43293;20.12.17 12:01:33;52,474;52,385;52,601;
43294;20.12.17 12:01:34;52,458;52,321;52,559;
43295;20.12.17 12:01:35;52,487;52,376;52,683;
43296;20.12.17 12:01:36;52,665;52,397;53,571;
43297;20.12.17 12:01:37;52,511;52,390;52,640;
43298;20.12.17 12:01:38;52,486;52,377;52,571;
43299;20.12.17 12:01:39;52,484;52,384;52,574;
43300;20.12.17 12:01:40;52,584;52,379;52,994;
43301;20.12.17 12:01:41;52,474;52,362;52,592;
43302;20.12.17 12:01:42;52,490;52,307;52,662;
43303;20.12.17 12:01:43;52,441;52,344;52,519;
43304;20.12.17 12:01:44;52,604;52,328;53,066;
43305;20.12.17 12:01:45;52,462;52,415;52,509;
43306;20.12.17 12:01:46;52,569;52,404;52,918;
43307;20.12.17 12:01:47;52,460;52,382;52,606;
43308;20.12.17 12:01:48;52,542;52,359;53,007;
43309;20.12.17 12:01:49;52,497;52,388;52,569;
43310;20.12.17 12:01:50;52,454;52,357;52,508;
43311;20.12.17 12:01:51;52,460;52,382;52,532;
43312;20.12.17 12:01:52;52,572;52,425;52,985;
43313;20.12.17 12:01:53;52,473;52,284;52,603;
43314;20.12.17 12:01:54;52,487;52,321;52,667;
43315;20.12.17 12:01:55;52,475;52,299;52,619;
43316;20.12.17 12:01:56;52,710;52,337;53,582;
43317;20.12.17 12:01:57;52,450;52,351;52,571;
43318;20.12.17 12:01:58;52,505;52,350;52,610;
43319;20.12.17 12:01:59;52,483;52,377;52,550;
43320;20.12.17 12:02:00;52,588;52,341;53,202;
43321;20.12.17 12:02:01;52,469;52,405;52,542;
43322;20.12.17 12:02:02;52,454;52,354;52,590;
43323;20.12.17 12:02:03;52,451;52,292;52,626;
43324;20.12.17 12:02:04;52,550;52,365;53,021;
43325;20.12.17 12:02:05;52,608;52,356;52,994;
43326;20.12.17 12:02:06;52,573;52,331;52,892;
43327;20.12.17 12:02:07;52,466;52,365;52,633;
43328;20.12.17 12:02:08;52,592;52,368;53,117;
43329;20.12.17 12:02:09;52,448;52,264;52,594;
43330;20.12.17 12:02:10;52,483;52,335;52,602;
43331;20.12.17 12:02:11;52,534;52,272;52,955;
43332;20.12.17 12:02:12;52,576;52,310;53,169;
43333;20.12.17 12:02:13;52,462;52,419;52,490;
43334;20.12.17 12:02:14;52,491;52,283;52,669;
43335;20.12.17 12:02:15;52,479;52,353;52,678;
43336;20.12.17 12:02:16;52,605;52,284;53,468;
43337;20.12.17 12:02:17;52,491;52,328;52,635;
43338;20.12.17 12:02:18;52,442;52,352;52,544;
43339;20.12.17 12:02:19;52,469;52,336;52,630;
43340;20.12.17 12:02:20;52,567;52,412;53,082;
43341;20.12.17 12:02:21;52,490;52,313;52,702;
43342;20.12.17 12:02:22;52,484;52,399;52,588;
43343;20.12.17 12:02:23;52,449;52,331;52,585;
43344;20.12.17 12:02:24;52,607;52,283;53,186;
43345;20.12.17 12:02:25;52,467;52,426;52,529;
43346;20.12.17 12:02:26;52,620;52,322;53,019;
43347;20.12.17 12:02:27;52,490;52,406;52,650;
43348;20.12.17 12:02:28;52,608;52,329;53,206;
43349;20.12.17 12:02:29;52,467;52,262;52,531;
43350;20.12.17 12:02:30;52,436;52,360;52,503;
43351;20.12.17 12:02:31;52,473;52,403;52,542;
43352;20.12.17 12:02:32;52,532;52,334;52,924;
43353;20.12.17 12:02:33;52,471;52,365;52,598;
43354;20.12.17 12:02:34;52,457;52,328;52,522;
43355;20.12.17 12:02:35;52,473;52,365;52,567;
43356;20.12.17 12:02:36;52,646;52,438;53,352;
43357;20.12.17 12:02:37;52,480;52,338;52,580;
43358;20.12.17 12:02:38;52,497;52,396;52,629;
43359;20.12.17 12:02:39;52,450;52,321;52,550;
43360;20.12.17 12:02:40;52,578;52,343;53,165;
43361;20.12.17 12:02:41;52,474;52,414;52,561;
43362;20.12.17 12:02:42;52,465;52,286;52,694;
43363;20.12.17 12:02:43;52,463;52,326;52,586;
43364;20.12.17 12:02:44;52,527;52,280;52,990;
43365;20.12.17 12:02:45;52,532;52,289;52,688;
43366;20.12.17 12:02:46;52,489;52,405;52,676;
43367;20.12.17 12:02:47;52,454;52,329;52,519;
43368;20.12.17 12:02:48;52,562;52,368;53,028;
43369;20.12.17 12:02:49;52,473;52,300;52,651;
43370;20.12.17 12:02:50;52,456;52,285;52,633;
43371;20.12.17 12:02:51;52,446;52,358;52,553;
43372;20.12.17 12:02:52;52,578;52,284;53,144;
43373;20.12.17 12:02:53;52,478;52,420;52,535;
43374;20.12.17 12:02:54;52,448;52,317;52,636;
43375;20.12.17 12:02:55;52,558;52,343;52,900;
43376;20.12.17 12:02:56;52,596;52,305;53,269;
43377;20.12.17 12:02:57;52,474;52,336;52,562;
43378;20.12.17 12:02:58;52,454;52,434;52,478;
43379;20.12.17 12:02:59;52,505;52,285;52,588;
43380;20.12.17 12:03:00;52,552;52,328;53,082;
43381;20.12.17 12:03:01;52,558;52,341;52,740;
43382;20.12.17 12:03:02;52,469;52,380;52,550;
43383;20.12.17 12:03:03;52,434;52,332;52,590;
43384;20.12.17 12:03:04;52,542;52,324;53,055;
43385;20.12.17 12:03:05;52,530;52,287;52,663;
43386;20.12.17 12:03:06;52,562;52,346;52,794;
43387;20.12.17 12:03:07;52,423;52,354;52,494;
43388;20.12.17 12:03:08;52,589;52,288;53,196;
43389;20.12.17 12:03:09;52,487;52,407;52,562;
43390;20.12.17 12:03:10;52,446;52,384;52,562;
43391;20.12.17 12:03:11;52,531;52,317;52,918;
43392;20.12.17 12:03:12;52,570;52,353;53,013;
43393;20.12.17 12:03:13;52,468;52,285;52,575;
43394;20.12.17 12:03:14;52,463;52,403;52,541;
43395;20.12.17 12:03:15;52,522;52,355;52,685;
43396;20.12.17 12:03:16;52,590;52,425;53,089;
43397;20.12.17 12:03:17;52,461;52,302;52,593;
43398;20.12.17 12:03:18;52,481;52,356;52,522;
43399;20.12.17 12:03:19;52,423;52,300;52,524;
43400;20.12.17 12:03:20;52,597;52,379;53,180;
43401;20.12.17 12:03:21;52,447;52,353;52,536;
43402;20.12.17 12:03:22;52,497;52,371;52,578;
43403;20.12.17 12:03:23;52,467;52,357;52,589;
43404;20.12.17 12:03:24;52,553;52,244;53,139;
43405;20.12.17 12:03:25;52,516;52,311;52,816;
43406;20.12.17 12:03:26;52,509;52,361;52,591;
43407;20.12.17 12:03:27;52,465;52,326;52,710;
43408;20.12.17 12:03:28;52,575;52,452;53,021;
43409;20.12.17 12:03:29;52,457;52,334;52,649;
43410;20.12.17 12:03:30;52,481;52,329;52,613;
43411;20.12.17 12:03:31;52,443;52,374;52,509;
43412;20.12.17 12:03:32;52,589;52,339;53,111;
43413;20.12.17 12:03:33;52,448;52,396;52,493;
43414;20.12.17 12:03:34;52,489;52,323;52,654;
43415;20.12.17 12:03:35;52,520;52,383;52,886;
43416;20.12.17 12:03:36;52,584;52,321;53,190;
43417;20.12.17 12:03:37;52,481;52,339;52,588;
43418;20.12.17 12:03:38;52,477;52,398;52,521;
43419;20.12.17 12:03:39;52,454;52,307;52,542;
43420;20.12.17 12:03:40;52,545;52,350;52,965;
43421;20.12.17 12:03:41;52,470;52,350;52,646;
43422;20.12.17 12:03:42;52,456;52,402;52,550;
43423;20.12.17 12:03:43;52,439;52,364;52,543;
43424;20.12.17 12:03:44;52,581;52,344;53,192;
43425;20.12.17 12:03:45;52,511;52,338;52,728;
43426;20.12.17 12:03:46;52,483;52,302;52,695;
43427;20.12.17 12:03:47;52,446;52,351;52,531;
43428;20.12.17 12:03:48;52,586;52,333;53,234;
43429;20.12.17 12:03:49;52,473;52,414;52,536;
43430;20.12.17 12:03:50;52,482;52,343;52,619;
43431;20.12.17 12:03:51;52,473;52,354;52,599;
43432;20.12.17 12:03:52;52,562;52,304;53,087;
43433;20.12.17 12:03:53;52,480;52,301;52,596;
43434;20.12.17 12:03:54;52,475;52,383;52,631;
43435;20.12.17 12:03:55;52,539;52,413;52,787;
43436;20.12.17 12:03:56;52,574;52,350;53,011;
43437;20.12.17 12:03:57;52,459;52,334;52,581;
43438;20.12.17 12:03:58;52,484;52,372;52,552;
43439;20.12.17 12:03:59;52,455;52,316;52,619;
43440;20.12.17 12:04:00;52,601;52,354;53,212;
43441;20.12.17 12:04:01;52,451;52,408;52,504;
43442;20.12.17 12:04:02;52,498;52,399;52,616;
43443;20.12.17 12:04:03;52,450;52,381;52,482;
43444;20.12.17 12:04:04;52,579;52,296;53,174;
43445;20.12.17 12:04:05;52,562;52,397;52,900;
43446;20.12.17 12:04:06;52,856;52,378;54,380;
43447;20.12.17 12:04:07;52,464;52,341;52,662;
43448;20.12.17 12:04:08;52,568;52,420;52,987;
43449;20.12.17 12:04:09;52,475;52,349;52,653;
43450;20.12.17 12:04:10;52,498;52,332;52,599;
43451;20.12.17 12:04:11;52,538;52,290;52,724;
43452;20.12.17 12:04:12;52,589;52,315;53,162;
43453;20.12.17 12:04:13;52,449;52,345;52,614;
43454;20.12.17 12:04:14;52,524;52,380;52,666;
43455;20.12.17 12:04:15;52,534;52,366;52,950;
43456;20.12.17 12:04:16;52,588;52,348;53,204;
43457;20.12.17 12:04:17;52,481;52,367;52,570;
43458;20.12.17 12:04:18;52,464;52,298;52,576;
43459;20.12.17 12:04:19;52,487;52,347;52,649;
43460;20.12.17 12:04:20;52,596;52,409;53,114;
43461;20.12.17 12:04:21;52,510;52,380;52,652;
43462;20.12.17 12:04:22;52,481;52,391;52,548;
43463;20.12.17 12:04:23;52,456;52,357;52,617;
43464;20.12.17 12:04:24;52,569;52,316;53,164;
43465;20.12.17 12:04:25;52,539;52,380;52,723;
43466;20.12.17 12:04:26;52,583;52,282;52,950;
43467;20.12.17 12:04:27;52,460;52,403;52,548;
43468;20.12.17 12:04:28;52,604;52,345;53,291;
43469;20.12.17 12:04:29;52,404;52,300;52,474;
43470;20.12.17 12:04:30;52,448;52,303;52,606;
43471;20.12.17 12:04:31;52,472;52,391;52,523;
43472;20.12.17 12:04:32;52,527;52,284;53,039;
43473;20.12.17 12:04:33;52,479;52,363;52,584;
43474;20.12.17 12:04:34;52,464;52,380;52,596;
43475;20.12.17 12:04:35;52,529;52,331;52,794;
43476;20.12.17 12:04:36;52,547;52,357;53,030;
43477;20.12.17 12:04:37;52,444;52,317;52,552;
43478;20.12.17 12:04:38;52,511;52,377;52,611;
43479;20.12.17 12:04:39;52,417;52,335;52,509;
43480;20.12.17 12:04:40;52,590;52,366;53,180;
43481;20.12.17 12:04:41;52,477;52,436;52,523;
43482;20.12.17 12:04:42;52,476;52,347;52,583;
43483;20.12.17 12:04:43;52,465;52,390;52,523;
43484;20.12.17 12:04:44;52,575;52,314;53,126;
43485;20.12.17 12:04:45;52,819;52,387;53,447;
43486;20.12.17 12:04:46;52,450;52,363;52,562;
43487;20.12.17 12:04:47;52,470;52,385;52,575;
43488;20.12.17 12:04:48;52,584;52,417;53,048;
43489;20.12.17 12:04:49;52,446;52,308;52,669;
43490;20.12.17 12:04:50;52,546;52,402;52,655;
43491;20.12.17 12:04:51;52,454;52,331;52,604;
43492;20.12.17 12:04:52;52,606;52,338;53,175;
43493;20.12.17 12:04:53;52,455;52,413;52,527;
43494;20.12.17 12:04:54;52,498;52,391;52,681;
43495;20.12.17 12:04:55;52,809;52,410;53,477;
43496;20.12.17 12:04:56;52,555;52,315;52,997;
43497;20.12.17 12:04:57;52,466;52,326;52,538;
43498;20.12.17 12:04:58;52,495;52,394;52,550;
43499;20.12.17 12:04:59;52,496;52,317;52,630;
43500;20.12.17 12:05:00;52,607;52,422;53,007;
43501;20.12.17 12:05:01;52,483;52,313;52,635;
43502;20.12.17 12:05:02;52,492;52,376;52,645;
43503;20.12.17 12:05:03;52,459;52,400;52,553;
43504;20.12.17 12:05:04;52,597;52,357;53,069;
43505;20.12.17 12:05:05;52,592;52,369;52,950;
43506;20.12.17 12:05:06;52,558;52,452;52,740;
43507;20.12.17 12:05:07;52,430;52,358;52,477;
43508;20.12.17 12:05:08;52,576;52,318;53,105;
43509;20.12.17 12:05:09;52,464;52,406;52,509;
43510;20.12.17 12:05:10;52,481;52,376;52,567;
43511;20.12.17 12:05:11;52,595;52,395;52,938;
43512;20.12.17 12:05:12;52,562;52,379;52,982;
43513;20.12.17 12:05:13;52,482;52,349;52,659;
43514;20.12.17 12:05:14;52,482;52,399;52,536;
43515;20.12.17 12:05:15;52,606;52,366;53,161;
43516;20.12.17 12:05:16;52,651;52,515;52,936;
43517;20.12.17 12:05:17;52,438;52,342;52,541;
43518;20.12.17 12:05:18;52,473;52,294;52,585;
43519;20.12.17 12:05:19;52,449;52,329;52,539;
43520;20.12.17 12:05:20;52,586;52,382;53,079;
43521;20.12.17 12:05:21;52,517;52,403;52,633;
43522;20.12.17 12:05:22;52,564;52,426;52,694;
43523;20.12.17 12:05:23;52,499;52,412;52,602;
43524;20.12.17 12:05:24;52,567;52,340;52,995;
43525;20.12.17 12:05:25;52,620;52,408;53,226;
43526;20.12.17 12:05:26;52,441;52,230;52,562;
43527;20.12.17 12:05:27;52,502;52,442;52,645;
43528;20.12.17 12:05:28;52,564;52,401;52,948;
43529;20.12.17 12:05:29;52,462;52,301;52,565;
43530;20.12.17 12:05:30;52,527;52,478;52,590;
43531;20.12.17 12:05:31;52,473;52,361;52,555;
43532;20.12.17 12:05:32;52,575;52,335;53,053;
43533;20.12.17 12:05:33;52,445;52,419;52,476;
43534;20.12.17 12:05:34;52,456;52,306;52,656;
43535;20.12.17 12:05:35;52,615;52,371;53,211;
43536;20.12.17 12:05:36;52,517;52,348;52,766;
43537;20.12.17 12:05:37;52,485;52,340;52,579;
43538;20.12.17 12:05:38;52,438;52,376;52,472;
43539;20.12.17 12:05:39;52,487;52,327;52,657;
43540;20.12.17 12:05:40;52,553;52,411;52,830;
43541;20.12.17 12:05:41;52,471;52,350;52,627;
43542;20.12.17 12:05:42;52,508;52,285;52,628;
43543;20.12.17 12:05:43;52,526;52,376;52,699;
43544;20.12.17 12:05:44;52,616;52,300;53,153;
43545;20.12.17 12:05:45;52,635;52,405;53,292;
43546;20.12.17 12:05:46;52,485;52,367;52,653;
43547;20.12.17 12:05:47;52,497;52,393;52,653;
43548;20.12.17 12:05:48;52,555;52,319;53,026;
43549;20.12.17 12:05:49;52,492;52,330;52,608;
43550;20.12.17 12:05:50;52,483;52,385;52,555;
43551;20.12.17 12:05:51;52,508;52,337;52,689;
43552;20.12.17 12:05:52;52,558;52,411;52,961;
43553;20.12.17 12:05:53;52,501;52,360;52,701;
43554;20.12.17 12:05:54;52,511;52,371;52,628;
43555;20.12.17 12:05:55;52,653;52,364;53,143;
43556;20.12.17 12:05:56;52,541;52,299;52,900;
43557;20.12.17 12:05:57;52,448;52,337;52,510;
43558;20.12.17 12:05:58;52,523;52,330;52,675;
43559;20.12.17 12:05:59;52,453;52,304;52,575;
43560;20.12.17 12:06:00;52,560;52,362;53,022;
43561;20.12.17 12:06:01;52,557;52,411;52,921;
43562;20.12.17 12:06:02;52,473;52,401;52,564;
43563;20.12.17 12:06:03;52,521;52,350;52,612;
43564;20.12.17 12:06:04;52,538;52,381;52,888;
43565;20.12.17 12:06:05;52,653;52,279;53,182;
43566;20.12.17 12:06:06;52,568;52,485;52,687;
43567;20.12.17 12:06:07;52,484;52,320;52,618;
43568;20.12.17 12:06:08;52,600;52,460;53,045;
43569;20.12.17 12:06:09;52,443;52,303;52,567;
43570;20.12.17 12:06:10;52,506;52,308;52,627;
43571;20.12.17 12:06:11;52,542;52,387;52,822;
43572;20.12.17 12:06:12;52,619;52,368;53,190;
43573;20.12.17 12:06:13;52,492;52,370;52,589;
43574;20.12.17 12:06:14;52,475;52,311;52,696;
43575;20.12.17 12:06:15;52,639;52,326;53,304;
43576;20.12.17 12:06:16;52,519;52,338;52,823;
43577;20.12.17 12:06:17;52,492;52,276;52,670;
43578;20.12.17 12:06:18;52,451;52,313;52,532;
43579;20.12.17 12:06:19;52,457;52,291;52,681;
43580;20.12.17 12:06:20;52,525;52,353;52,890;
43581;20.12.17 12:06:21;52,443;52,284;52,681;
43582;20.12.17 12:06:22;52,501;52,382;52,610;
43583;20.12.17 12:06:23;52,453;52,340;52,565;
43584;20.12.17 12:06:24;52,608;52,311;53,140;
43585;20.12.17 12:06:25;52,565;52,395;53,138;
43586;20.12.17 12:06:26;52,496;52,330;52,641;
43587;20.12.17 12:06:27;52,453;52,395;52,582;
43588;20.12.17 12:06:28;52,560;52,336;53,014;
43589;20.12.17 12:06:29;52,463;52,307;52,595;
43590;20.12.17 12:06:30;52,440;52,403;52,496;
43591;20.12.17 12:06:31;52,459;52,309;52,585;
43592;20.12.17 12:06:32;52,554;52,434;52,838;
43593;20.12.17 12:06:33;52,470;52,318;52,663;
43594;20.12.17 12:06:34;52,491;52,375;52,643;
43595;20.12.17 12:06:35;52,580;52,317;52,972;
43596;20.12.17 12:06:36;52,592;52,308;52,987;
43597;20.12.17 12:06:37;52,440;52,366;52,519;
43598;20.12.17 12:06:38;52,510;52,333;52,684;
43599;20.12.17 12:06:39;52,438;52,386;52,516;
43600;20.12.17 12:06:40;52,563;52,345;53,103;
43601;20.12.17 12:06:41;52,485;52,396;52,622;
43602;20.12.17 12:06:42;52,467;52,366;52,547;
43603;20.12.17 12:06:43;52,494;52,289;52,569;
43604;20.12.17 12:06:44;52,600;52,380;52,978;
43605;20.12.17 12:06:45;52,617;52,354;53,004;
43606;20.12.17 12:06:46;52,469;52,243;52,650;
43607;20.12.17 12:06:47;52,464;52,355;52,652;
43608;20.12.17 12:06:48;52,589;52,402;53,034;
43609;20.12.17 12:06:49;52,434;52,286;52,536;
43610;20.12.17 12:06:50;52,510;52,382;52,584;
43611;20.12.17 12:06:51;52,440;52,381;52,570;
43612;20.12.17 12:06:52;52,606;52,390;53,146;
43613;20.12.17 12:06:53;52,456;52,421;52,483;
43614;20.12.17 12:06:54;52,498;52,387;52,628;
43615;20.12.17 12:06:55;52,632;52,393;53,188;
43616;20.12.17 12:06:56;52,539;52,303;52,875;
43617;20.12.17 12:06:57;52,509;52,302;52,680;
43618;20.12.17 12:06:58;52,444;52,332;52,523;
43619;20.12.17 12:06:59;52,441;52,291;52,639;
43620;20.12.17 12:07:00;52,552;52,406;52,894;
43621;20.12.17 12:07:01;52,481;52,315;52,705;
43622;20.12.17 12:07:02;52,522;52,367;52,648;
43623;20.12.17 12:07:03;52,441;52,348;52,564;
43624;20.12.17 12:07:04;52,628;52,317;53,194;
43625;20.12.17 12:07:05;52,579;52,452;53,023;
43626;20.12.17 12:07:06;52,564;52,323;52,936;
43627;20.12.17 12:07:07;52,467;52,427;52,546;
43628;20.12.17 12:07:08;52,587;52,325;53,144;
43629;20.12.17 12:07:09;52,462;52,297;52,535;
43630;20.12.17 12:07:10;52,437;52,382;52,512;
43631;20.12.17 12:07:11;52,591;52,310;53,012;
43632;20.12.17 12:07:12;52,574;52,478;52,887;
43633;20.12.17 12:07:13;52,447;52,302;52,645;
43634;20.12.17 12:07:14;52,499;52,404;52,625;
43635;20.12.17 12:07:15;52,579;52,387;52,944;
43636;20.12.17 12:07:16;52,590;52,298;53,083;
43637;20.12.17 12:07:17;52,447;52,312;52,561;
43638;20.12.17 12:07:18;52,508;52,354;52,605;
43639;20.12.17 12:07:19;52,434;52,385;52,494;
43640;20.12.17 12:07:20;52,576;52,317;53,145;
43641;20.12.17 12:07:21;52,466;52,388;52,584;
43642;20.12.17 12:07:22;52,476;52,360;52,606;
43643;20.12.17 12:07:23;52,474;52,314;52,579;
43644;20.12.17 12:07:24;52,558;52,250;52,989;
43645;20.12.17 12:07:25;52,603;52,410;52,964;
43646;20.12.17 12:07:26;52,470;52,369;52,589;
43647;20.12.17 12:07:27;52,462;52,388;52,575;
43648;20.12.17 12:07:28;52,580;52,409;52,967;
43649;20.12.17 12:07:29;52,431;52,271;52,584;
43650;20.12.17 12:07:30;52,505;52,295;52,582;
43651;20.12.17 12:07:31;52,431;52,305;52,586;
43652;20.12.17 12:07:32;52,599;52,304;53,140;
43653;20.12.17 12:07:33;52,468;52,421;52,574;
43654;20.12.17 12:07:34;52,500;52,399;52,622;
43655;20.12.17 12:07:35;52,576;52,362;52,993;
43656;20.12.17 12:07:36;52,625;52,297;53,235;
43657;20.12.17 12:07:37;52,524;52,445;52,610;
43658;20.12.17 12:07:38;52,511;52,412;52,565;
43659;20.12.17 12:07:39;52,465;52,318;52,673;
43660;20.12.17 12:07:40;52,555;52,392;52,956;
43661;20.12.17 12:07:41;52,442;52,313;52,622;
43662;20.12.17 12:07:42;52,499;52,363;52,582;
43663;20.12.17 12:07:43;52,442;52,268;52,702;
43664;20.12.17 12:07:44;52,613;52,304;53,144;
43665;20.12.17 12:07:45;52,513;52,388;52,696;
43666;20.12.17 12:07:46;52,528;52,299;52,648;
43667;20.12.17 12:07:47;52,419;52,300;52,489;
43668;20.12.17 12:07:48;52,576;52,350;53,210;
43669;20.12.17 12:07:49;52,460;52,354;52,532;
43670;20.12.17 12:07:50;52,463;52,353;52,583;
43671;20.12.17 12:07:51;52,455;52,285;52,541;
43672;20.12.17 12:07:52;52,547;52,357;52,867;
43673;20.12.17 12:07:53;52,488;52,271;52,623;
43674;20.12.17 12:07:54;52,457;52,279;52,574;
43675;20.12.17 12:07:55;52,494;52,311;52,602;
43676;20.12.17 12:07:56;52,622;52,409;53,219;
43677;20.12.17 12:07:57;52,451;52,316;52,659;
43678;20.12.17 12:07:58;52,491;52,293;52,560;
43679;20.12.17 12:07:59;52,427;52,399;52,449;
43680;20.12.17 12:08:00;52,618;52,337;53,264;
43681;20.12.17 12:08:01;52,459;52,345;52,502;
43682;20.12.17 12:08:02;52,507;52,342;52,725;
43683;20.12.17 12:08:03;52,453;52,392;52,530;
43684;20.12.17 12:08:04;52,588;52,256;53,196;
43685;20.12.17 12:08:05;52,553;52,322;52,638;
43686;20.12.17 12:08:06;52,639;52,402;53,030;
43687;20.12.17 12:08:07;52,501;52,349;52,673;
43688;20.12.17 12:08:08;52,581;52,407;53,046;
43689;20.12.17 12:08:09;52,471;52,272;52,685;
43690;20.12.17 12:08:10;52,499;52,353;52,759;
43691;20.12.17 12:08:11;52,530;52,287;52,869;
43692;20.12.17 12:08:12;52,615;52,308;53,073;
43693;20.12.17 12:08:13;52,454;52,323;52,561;
43694;20.12.17 12:08:14;52,519;52,327;52,658;
43695;20.12.17 12:08:15;52,456;52,329;52,580;
43696;20.12.17 12:08:16;52,681;52,326;53,601;
43697;20.12.17 12:08:17;52,467;52,426;52,510;
43698;20.12.17 12:08:18;52,473;52,425;52,502;
43699;20.12.17 12:08:19;52,468;52,375;52,584;
43700;20.12.17 12:08:20;52,549;52,266;53,000;
43701;20.12.17 12:08:21;52,488;52,294;52,661;
43702;20.12.17 12:08:22;52,464;52,377;52,531;
43703;20.12.17 12:08:23;52,464;52,327;52,647;
43704;20.12.17 12:08:24;52,558;52,371;52,959;
43705;20.12.17 12:08:25;52,486;52,301;52,773;
43706;20.12.17 12:08:26;52,641;52,358;52,898;
43707;20.12.17 12:08:27;52,447;52,307;52,600;
43708;20.12.17 12:08:28;52,602;52,325;53,166;
43709;20.12.17 12:08:29;52,480;52,407;52,537;
43710;20.12.17 12:08:30;52,489;52,354;52,599;
43711;20.12.17 12:08:31;52,439;52,258;52,607;
43712;20.12.17 12:08:32;52,575;52,336;53,074;
43713;20.12.17 12:08:33;52,489;52,344;52,546;
43714;20.12.17 12:08:34;52,461;52,375;52,520;
43715;20.12.17 12:08:35;52,481;52,307;52,589;
43716;20.12.17 12:08:36;52,676;52,390;53,504;
43717;20.12.17 12:08:37;52,480;52,313;52,711;
43718;20.12.17 12:08:38;52,513;52,347;52,666;
43719;20.12.17 12:08:39;52,448;52,391;52,501;
43720;20.12.17 12:08:40;52,568;52,351;53,050;
43721;20.12.17 12:08:41;52,457;52,323;52,587;
43722;20.12.17 12:08:42;52,501;52,347;52,712;
43723;20.12.17 12:08:43;52,432;52,368;52,507;
43724;20.12.17 12:08:44;52,621;52,320;53,282;
43725;20.12.17 12:08:45;52,464;52,401;52,497;
43726;20.12.17 12:08:46;52,583;52,367;53,083;
43727;20.12.17 12:08:47;52,481;52,351;52,601;
43728;20.12.17 12:08:48;52,592;52,360;53,104;
43729;20.12.17 12:08:49;52,474;52,275;52,609;
43730;20.12.17 12:08:50;52,458;52,303;52,604;
43731;20.12.17 12:08:51;52,465;52,347;52,571;
43732;20.12.17 12:08:52;52,570;52,448;52,970;
43733;20.12.17 12:08:53;52,467;52,326;52,632;
43734;20.12.17 12:08:54;52,499;52,397;52,646;
43735;20.12.17 12:08:55;52,433;52,314;52,590;
43736;20.12.17 12:08:56;52,713;52,444;53,632;
43737;20.12.17 12:08:57;52,447;52,327;52,566;
43738;20.12.17 12:08:58;52,484;52,436;52,540;
43739;20.12.17 12:08:59;52,417;52,300;52,499;
43740;20.12.17 12:09:00;52,610;52,340;53,156;
43741;20.12.17 12:09:01;52,569;52,325;53,114;
43742;20.12.17 12:09:02;52,509;52,336;52,567;
43743;20.12.17 12:09:03;52,455;52,336;52,571;
43744;20.12.17 12:09:04;52,556;52,350;52,963;
43745;20.12.17 12:09:05;52,487;52,357;52,653;
43746;20.12.17 12:09:06;52,667;52,502;52,910;
43747;20.12.17 12:09:07;52,458;52,317;52,591;
43748;20.12.17 12:09:08;52,601;52,447;53,086;
43749;20.12.17 12:09:09;52,444;52,277;52,644;
43750;20.12.17 12:09:10;52,511;52,449;52,648;
43751;20.12.17 12:09:11;52,527;52,336;53,102;
43752;20.12.17 12:09:12;52,617;52,398;53,140;
43753;20.12.17 12:09:13;52,447;52,435;52,466;
43754;20.12.17 12:09:14;52,508;52,378;52,643;
43755;20.12.17 12:09:15;52,443;52,406;52,522;
43756;20.12.17 12:09:16;52,677;52,328;53,606;
43757;20.12.17 12:09:17;52,478;52,344;52,592;
43758;20.12.17 12:09:18;52,453;52,400;52,520;
43759;20.12.17 12:09:19;52,438;52,336;52,519;
43760;20.12.17 12:09:20;52,543;52,363;52,992;
43761;20.12.17 12:09:21;52,478;52,315;52,642;
43762;20.12.17 12:09:22;52,473;52,327;52,666;
43763;20.12.17 12:09:23;52,443;52,301;52,598;
43764;20.12.17 12:09:24;52,594;52,403;53,078;
43765;20.12.17 12:09:25;52,451;52,358;52,555;
43766;20.12.17 12:09:26;52,762;52,426;53,379;
43767;20.12.17 12:09:27;52,409;52,311;52,460;
43768;20.12.17 12:09:28;52,639;52,452;53,224;
43769;20.12.17 12:09:29;52,433;52,382;52,509;
43770;20.12.17 12:09:30;52,476;52,391;52,551;
43771;20.12.17 12:09:31;52,458;52,387;52,515;
43772;20.12.17 12:09:32;52,570;52,391;53,033;
43773;20.12.17 12:09:33;52,503;52,383;52,573;
43774;20.12.17 12:09:34;52,437;52,390;52,500;
43775;20.12.17 12:09:35;52,459;52,359;52,565;
43776;20.12.17 12:09:36;52,644;52,431;53,340;
43777;20.12.17 12:09:37;52,485;52,382;52,570;
43778;20.12.17 12:09:38;52,471;52,377;52,574;
