Wert 1 : Wirkleistung L1 (1 s) [umg604-7000-6277]
Nummer;Zeit;Wert 1-avg[W];Wert 1-min[W];Wert 1-max[W];
6600;20.12.17 01:50:00;63,660;63,369;63,983;
6601;20.12.17 01:50:01;63,739;63,530;63,979;
6602;20.12.17 01:50:02;63,515;63,382;63,817;
6603;20.12.17 01:50:03;63,673;63,325;64,091;
6604;20.12.17 01:50:04;63,557;63,263;64,031;
6605;20.12.17 01:50:05;63,609;63,441;63,939;
6606;20.12.17 01:50:06;63,533;63,311;63,728;
6607;20.12.17 01:50:07;63,479;63,356;63,704;
6608;20.12.17 01:50:08;63,612;63,377;63,787;
6609;20.12.17 01:50:09;63,513;63,316;63,738;
6610;20.12.17 01:50:10;63,778;63,493;64,284;
6611;20.12.17 01:50:11;63,479;63,172;63,676;
6612;20.12.17 01:50:12;63,493;63,226;64,083;
6613;20.12.17 01:50:13;63,491;63,296;63,660;
6614;20.12.17 01:50:14;63,597;63,385;63,731;
6615;20.12.17 01:50:15;63,574;63,373;63,763;
6616;20.12.17 01:50:16;63,483;63,304;63,587;
6617;20.12.17 01:50:17;63,541;63,397;63,715;
6618;20.12.17 01:50:18;63,525;63,279;63,713;
6619;20.12.17 01:50:19;63,766;63,363;64,146;
6620;20.12.17 01:50:20;63,419;63,281;63,629;
6621;20.12.17 01:50:21;63,679;63,156;64,242;
6622;20.12.17 01:50:22;63,495;63,317;63,636;
6623;20.12.17 01:50:23;63,800;63,380;64,293;
6624;20.12.17 01:50:24;64,213;63,555;64,615;
6625;20.12.17 01:50:25;64,187;63,579;64,903;
6626;20.12.17 01:50:26;64,298;63,592;64,872;
6627;20.12.17 01:50:27;64,357;63,915;64,921;
6628;20.12.17 01:50:28;64,112;63,726;64,454;
6629;20.12.17 01:50:29;64,722;64,207;65,380;
6630;20.12.17 01:50:30;64,220;63,587;64,867;
6631;20.12.17 01:50:31;64,720;64,255;65,556;
6632;20.12.17 01:50:32;64,220;63,638;65,296;
6633;20.12.17 01:50:33;63,944;63,597;64,282;
6634;20.12.17 01:50:34;64,063;63,393;64,626;
6635;20.12.17 01:50:35;64,425;64,059;64,931;
6636;20.12.17 01:50:36;64,108;63,816;64,410;
6637;20.12.17 01:50:37;64,359;63,954;65,469;
6638;20.12.17 01:50:38;64,210;63,643;65,115;
6639;20.12.17 01:50:39;64,265;63,737;64,906;
6640;20.12.17 01:50:40;64,204;63,884;64,580;
6641;20.12.17 01:50:41;64,472;64,137;64,778;
6642;20.12.17 01:50:42;64,373;63,794;65,024;
6643;20.12.17 01:50:43;64,125;63,890;64,487;
6644;20.12.17 01:50:44;64,255;63,722;65,176;
6645;20.12.17 01:50:45;64,580;64,281;64,926;
6646;20.12.17 01:50:46;64,378;63,622;65,003;
6647;20.12.17 01:50:47;64,257;63,552;64,971;
6648;20.12.17 01:50:48;64,416;63,776;64,892;
6649;20.12.17 01:50:49;64,593;64,315;64,944;
6650;20.12.17 01:50:50;64,296;63,817;64,878;
6651;20.12.17 01:50:51;64,204;63,803;64,974;
6652;20.12.17 01:50:52;64,341;63,693;64,940;
6653;20.12.17 01:50:53;64,055;63,812;64,253;
6654;20.12.17 01:50:54;64,327;63,785;65,192;
6655;20.12.17 01:50:55;63,922;63,568;64,274;
6656;20.12.17 01:50:56;63,734;63,421;64,252;
6657;20.12.17 01:50:57;63,804;63,431;64,289;
6658;20.12.17 01:50:58;63,625;63,534;63,725;
6659;20.12.17 01:50:59;63,617;63,493;63,874;
6660;20.12.17 01:51:00;63,740;63,576;63,944;
6661;20.12.17 01:51:01;63,646;63,570;63,715;
6662;20.12.17 01:51:02;63,737;63,623;63,830;
6663;20.12.17 01:51:03;63,671;63,461;63,797;
6664;20.12.17 01:51:04;63,830;63,703;64,163;
6665;20.12.17 01:51:05;63,647;63,442;63,791;
6666;20.12.17 01:51:06;63,705;63,515;63,872;
6667;20.12.17 01:51:07;63,710;63,581;63,829;
6668;20.12.17 01:51:08;63,668;63,546;63,878;
6669;20.12.17 01:51:09;63,705;63,577;63,836;
6670;20.12.17 01:51:10;63,712;63,493;63,879;
6671;20.12.17 01:51:11;63,750;63,579;63,993;
6672;20.12.17 01:51:12;63,743;63,576;63,966;
6673;20.12.17 01:51:13;63,745;63,560;63,883;
6674;20.12.17 01:51:14;63,747;63,644;63,868;
6675;20.12.17 01:51:15;63,658;63,550;63,835;
6676;20.12.17 01:51:16;63,746;63,445;64,248;
6677;20.12.17 01:51:17;63,839;63,498;64,385;
6678;20.12.17 01:51:18;63,697;63,558;63,898;
6679;20.12.17 01:51:19;63,745;63,642;63,922;
6680;20.12.17 01:51:20;63,853;63,553;64,097;
6681;20.12.17 01:51:21;63,827;63,633;63,938;
6682;20.12.17 01:51:22;63,787;63,676;63,880;
6683;20.12.17 01:51:23;63,740;63,399;63,901;
6684;20.12.17 01:51:24;63,702;63,595;63,778;
6685;20.12.17 01:51:25;63,749;63,573;63,930;
6686;20.12.17 01:51:26;63,658;63,478;63,933;
6687;20.12.17 01:51:27;63,629;63,439;63,754;
6688;20.12.17 01:51:28;63,747;63,625;63,858;
6689;20.12.17 01:51:29;63,674;63,612;63,816;
6690;20.12.17 01:51:30;63,721;63,557;63,819;
6691;20.12.17 01:51:31;63,654;63,583;63,740;
6692;20.12.17 01:51:32;63,660;63,501;63,823;
6693;20.12.17 01:51:33;63,669;63,426;63,876;
6694;20.12.17 01:51:34;63,662;63,557;63,759;
6695;20.12.17 01:51:35;63,636;63,487;63,721;
6696;20.12.17 01:51:36;63,613;63,492;63,809;
6697;20.12.17 01:51:37;63,734;63,610;63,777;
6698;20.12.17 01:51:38;63,939;63,703;64,221;
6699;20.12.17 01:51:39;63,701;63,587;63,808;
6700;20.12.17 01:51:40;63,686;63,555;63,934;
6701;20.12.17 01:51:41;63,676;63,599;63,750;
6702;20.12.17 01:51:42;63,785;63,537;63,901;
6703;20.12.17 01:51:43;63,635;63,484;63,839;
6704;20.12.17 01:51:44;63,751;63,587;63,982;
6705;20.12.17 01:51:45;63,656;63,593;63,742;
6706;20.12.17 01:51:46;63,941;63,627;64,128;
6707;20.12.17 01:51:47;63,764;63,574;63,871;
6708;20.12.17 01:51:48;63,737;63,588;63,917;
6709;20.12.17 01:51:49;63,710;63,463;63,822;
6710;20.12.17 01:51:50;63,673;63,475;63,814;
6711;20.12.17 01:51:51;63,705;63,615;63,900;
6712;20.12.17 01:51:52;63,676;63,524;63,760;
6713;20.12.17 01:51:53;63,666;63,590;63,737;
6714;20.12.17 01:51:54;63,654;63,472;63,812;
6715;20.12.17 01:51:55;63,615;63,577;63,668;
6716;20.12.17 01:51:56;63,666;63,580;63,854;
6717;20.12.17 01:51:57;63,674;63,529;63,798;
6718;20.12.17 01:51:58;63,611;63,527;63,703;
6719;20.12.17 01:51:59;63,779;63,442;64,017;
6720;20.12.17 01:52:00;63,717;63,566;63,875;
6721;20.12.17 01:52:01;63,772;63,595;64,141;
6722;20.12.17 01:52:02;63,619;63,458;63,732;
6723;20.12.17 01:52:03;63,699;63,613;63,818;
6724;20.12.17 01:52:04;63,586;63,502;63,743;
6725;20.12.17 01:52:05;63,694;63,483;63,842;
6726;20.12.17 01:52:06;63,685;63,549;63,812;
6727;20.12.17 01:52:07;63,711;63,477;63,883;
6728;20.12.17 01:52:08;63,732;63,620;63,834;
6729;20.12.17 01:52:09;63,663;63,548;63,761;
6730;20.12.17 01:52:10;63,751;63,678;63,878;
6731;20.12.17 01:52:11;63,680;63,513;63,770;
6732;20.12.17 01:52:12;63,792;63,509;64,002;
6733;20.12.17 01:52:13;63,689;63,539;63,861;
6734;20.12.17 01:52:14;63,724;63,629;63,817;
6735;20.12.17 01:52:15;63,723;63,480;63,861;
6736;20.12.17 01:52:16;63,797;63,670;63,911;
6737;20.12.17 01:52:17;63,703;63,609;63,862;
6738;20.12.17 01:52:18;63,749;63,630;63,937;
6739;20.12.17 01:52:19;63,810;63,600;64,176;
6740;20.12.17 01:52:20;63,736;63,564;64,133;
6741;20.12.17 01:52:21;63,690;63,454;63,967;
6742;20.12.17 01:52:22;63,619;63,514;63,809;
6743;20.12.17 01:52:23;63,566;63,387;63,761;
6744;20.12.17 01:52:24;63,668;63,530;63,833;
6745;20.12.17 01:52:25;63,561;63,455;63,672;
6746;20.12.17 01:52:26;63,666;63,479;63,822;
6747;20.12.17 01:52:27;63,666;63,471;63,790;
6748;20.12.17 01:52:28;63,685;63,517;63,814;
6749;20.12.17 01:52:29;63,745;63,633;63,870;
6750;20.12.17 01:52:30;63,616;63,465;63,791;
6751;20.12.17 01:52:31;63,683;63,597;63,803;
6752;20.12.17 01:52:32;63,664;63,600;63,790;
6753;20.12.17 01:52:33;63,666;63,580;63,765;
6754;20.12.17 01:52:34;63,661;63,597;63,704;
6755;20.12.17 01:52:35;63,668;63,543;63,841;
6756;20.12.17 01:52:36;63,682;63,500;63,899;
6757;20.12.17 01:52:37;63,645;63,497;63,740;
6758;20.12.17 01:52:38;63,695;63,554;63,814;
6759;20.12.17 01:52:39;63,673;63,442;63,818;
6760;20.12.17 01:52:40;63,784;63,637;63,907;
6761;20.12.17 01:52:41;63,789;63,651;64,162;
6762;20.12.17 01:52:42;63,705;63,469;63,828;
6763;20.12.17 01:52:43;63,869;63,616;64,509;
6764;20.12.17 01:52:44;63,668;63,575;63,701;
6765;20.12.17 01:52:45;63,792;63,566;64,106;
6766;20.12.17 01:52:46;63,740;63,556;63,959;
6767;20.12.17 01:52:47;63,878;63,740;64,240;
6768;20.12.17 01:52:48;63,721;63,632;63,813;
6769;20.12.17 01:52:49;63,669;63,535;63,815;
6770;20.12.17 01:52:50;63,639;63,439;63,810;
6771;20.12.17 01:52:51;63,629;63,532;63,770;
6772;20.12.17 01:52:52;63,610;63,376;63,812;
6773;20.12.17 01:52:53;63,575;63,469;63,660;
6774;20.12.17 01:52:54;63,671;63,546;63,832;
6775;20.12.17 01:52:55;63,638;63,500;63,773;
6776;20.12.17 01:52:56;63,539;63,450;63,633;
6777;20.12.17 01:52:57;63,634;63,415;63,774;
6778;20.12.17 01:52:58;63,707;63,613;63,827;
6779;20.12.17 01:52:59;63,628;63,586;63,701;
6780;20.12.17 01:53:00;63,735;63,621;63,877;
6781;20.12.17 01:53:01;63,646;63,547;63,766;
6782;20.12.17 01:53:02;63,656;63,405;63,814;
6783;20.12.17 01:53:03;63,798;63,481;64,181;
6784;20.12.17 01:53:04;63,823;63,432;64,554;
6785;20.12.17 01:53:05;63,697;63,567;63,884;
6786;20.12.17 01:53:06;63,871;63,674;64,106;
6787;20.12.17 01:53:07;63,710;63,443;63,972;
6788;20.12.17 01:53:08;63,753;63,663;63,838;
6789;20.12.17 01:53:09;63,735;63,624;63,856;
6790;20.12.17 01:53:10;63,685;63,515;63,958;
6791;20.12.17 01:53:11;63,766;63,692;63,832;
6792;20.12.17 01:53:12;63,665;63,526;63,745;
6793;20.12.17 01:53:13;63,711;63,590;63,854;
6794;20.12.17 01:53:14;63,633;63,506;63,752;
6795;20.12.17 01:53:15;63,690;63,610;63,807;
6796;20.12.17 01:53:16;63,728;63,539;63,839;
6797;20.12.17 01:53:17;63,628;63,517;63,909;
6798;20.12.17 01:53:18;63,675;63,501;63,816;
6799;20.12.17 01:53:19;63,625;63,508;63,706;
6800;20.12.17 01:53:20;63,651;63,521;63,738;
6801;20.12.17 01:53:21;63,678;63,574;63,781;
6802;20.12.17 01:53:22;63,616;63,491;63,791;
6803;20.12.17 01:53:23;63,741;63,538;63,965;
6804;20.12.17 01:53:24;63,672;63,598;63,736;
6805;20.12.17 01:53:25;63,619;63,508;63,784;
6806;20.12.17 01:53:26;63,689;63,501;64,062;
6807;20.12.17 01:53:27;63,677;63,472;63,872;
6808;20.12.17 01:53:28;63,792;63,526;64,310;
6809;20.12.17 01:53:29;63,686;63,420;63,876;
6810;20.12.17 01:53:30;63,669;63,484;63,735;
6811;20.12.17 01:53:31;63,699;63,561;63,882;
6812;20.12.17 01:53:32;63,738;63,509;63,875;
6813;20.12.17 01:53:33;63,700;63,561;63,836;
6814;20.12.17 01:53:34;63,761;63,583;63,978;
6815;20.12.17 01:53:35;63,748;63,472;63,965;
6816;20.12.17 01:53:36;63,704;63,500;63,886;
6817;20.12.17 01:53:37;63,702;63,609;63,787;
6818;20.12.17 01:53:38;63,689;63,523;63,825;
6819;20.12.17 01:53:39;63,733;63,630;63,799;
6820;20.12.17 01:53:40;63,801;63,547;64,081;
6821;20.12.17 01:53:41;63,736;63,611;63,852;
6822;20.12.17 01:53:42;63,657;63,512;63,785;
6823;20.12.17 01:53:43;63,682;63,512;64,007;
6824;20.12.17 01:53:44;63,716;63,604;63,797;
6825;20.12.17 01:53:45;63,680;63,526;63,799;
6826;20.12.17 01:53:46;63,733;63,551;64,107;
6827;20.12.17 01:53:47;63,593;63,566;63,641;
6828;20.12.17 01:53:48;63,655;63,473;63,734;
6829;20.12.17 01:53:49;63,647;63,557;63,785;
6830;20.12.17 01:53:50;63,589;63,419;63,740;
6831;20.12.17 01:53:51;63,679;63,575;63,822;
6832;20.12.17 01:53:52;63,603;63,466;63,715;
6833;20.12.17 01:53:53;63,717;63,642;63,915;
6834;20.12.17 01:53:54;63,668;63,623;63,709;
6835;20.12.17 01:53:55;63,721;63,625;63,812;
6836;20.12.17 01:53:56;63,728;63,615;63,805;
6837;20.12.17 01:53:57;63,765;63,643;63,935;
6838;20.12.17 01:53:58;63,677;63,588;63,715;
6839;20.12.17 01:53:59;63,623;63,381;63,758;
6840;20.12.17 01:54:00;63,616;63,467;63,790;
6841;20.12.17 01:54:01;63,731;63,557;63,872;
6842;20.12.17 01:54:02;63,754;63,671;63,825;
6843;20.12.17 01:54:03;63,709;63,592;63,837;
6844;20.12.17 01:54:04;63,657;63,584;63,767;
6845;20.12.17 01:54:05;63,762;63,561;63,953;
6846;20.12.17 01:54:06;63,677;63,584;63,777;
6847;20.12.17 01:54:07;63,711;63,649;63,803;
6848;20.12.17 01:54:08;63,714;63,635;63,755;
6849;20.12.17 01:54:09;63,688;63,624;63,752;
6850;20.12.17 01:54:10;63,696;63,585;63,772;
6851;20.12.17 01:54:11;63,685;63,626;63,799;
6852;20.12.17 01:54:12;63,772;63,634;63,836;
6853;20.12.17 01:54:13;63,790;63,561;64,037;
6854;20.12.17 01:54:14;63,963;63,681;64,462;
6855;20.12.17 01:54:15;63,762;63,393;64,293;
6856;20.12.17 01:54:16;63,860;63,542;64,135;
6857;20.12.17 01:54:17;63,818;63,377;64,432;
6858;20.12.17 01:54:18;63,803;63,625;64,000;
6859;20.12.17 01:54:19;63,629;63,450;63,866;
6860;20.12.17 01:54:20;63,521;63,351;63,703;
6861;20.12.17 01:54:21;63,750;63,515;64,118;
6862;20.12.17 01:54:22;63,555;63,441;63,609;
6863;20.12.17 01:54:23;63,685;63,514;64,147;
6864;20.12.17 01:54:24;63,611;63,320;63,770;
6865;20.12.17 01:54:25;63,795;63,306;64,716;
6866;20.12.17 01:54:26;63,943;63,620;64,158;
6867;20.12.17 01:54:27;63,788;63,472;64,114;
6868;20.12.17 01:54:28;63,754;63,487;64,120;
6869;20.12.17 01:54:29;63,871;63,328;64,316;
6870;20.12.17 01:54:30;63,712;63,427;64,039;
6871;20.12.17 01:54:31;63,780;63,547;64,086;
6872;20.12.17 01:54:32;63,717;63,519;64,333;
6873;20.12.17 01:54:33;63,721;63,487;64,053;
6874;20.12.17 01:54:34;63,914;63,479;64,414;
6875;20.12.17 01:54:35;63,536;63,228;63,848;
6876;20.12.17 01:54:36;63,761;63,671;63,915;
6877;20.12.17 01:54:37;63,776;63,529;64,205;
6878;20.12.17 01:54:38;63,698;63,532;64,022;
6879;20.12.17 01:54:39;63,685;63,504;63,975;
6880;20.12.17 01:54:40;63,788;63,513;64,059;
6881;20.12.17 01:54:41;63,620;63,551;63,677;
6882;20.12.17 01:54:42;63,615;63,513;63,698;
6883;20.12.17 01:54:43;63,644;63,458;63,791;
6884;20.12.17 01:54:44;63,676;63,413;64,133;
6885;20.12.17 01:54:45;63,840;63,432;64,315;
6886;20.12.17 01:54:46;63,618;63,239;63,999;
6887;20.12.17 01:54:47;63,673;63,472;63,936;
6888;20.12.17 01:54:48;63,557;63,464;63,709;
6889;20.12.17 01:54:49;63,721;63,455;63,981;
6890;20.12.17 01:54:50;63,847;63,586;64,073;
6891;20.12.17 01:54:51;63,740;63,560;64,055;
6892;20.12.17 01:54:52;63,686;63,434;63,991;
6893;20.12.17 01:54:53;63,753;63,443;64,071;
6894;20.12.17 01:54:54;63,743;63,473;64,130;
6895;20.12.17 01:54:55;63,765;63,515;64,128;
6896;20.12.17 01:54:56;63,695;63,536;63,815;
6897;20.12.17 01:54:57;63,748;63,674;63,859;
6898;20.12.17 01:54:58;63,725;63,674;63,858;
6899;20.12.17 01:54:59;63,730;63,621;63,814;
6900;20.12.17 01:55:00;63,709;63,619;63,793;
6901;20.12.17 01:55:01;63,713;63,602;63,791;
6902;20.12.17 01:55:02;63,728;63,669;63,815;
6903;20.12.17 01:55:03;63,700;63,616;63,768;
6904;20.12.17 01:55:04;63,684;63,580;63,766;
6905;20.12.17 01:55:05;63,677;63,481;64,095;
6906;20.12.17 01:55:06;63,943;63,556;64,153;
6907;20.12.17 01:55:07;63,632;63,488;63,782;
6908;20.12.17 01:55:08;63,607;63,421;63,767;
6909;20.12.17 01:55:09;63,516;63,449;63,672;
6910;20.12.17 01:55:10;63,694;63,363;64,295;
6911;20.12.17 01:55:11;63,594;63,389;63,746;
6912;20.12.17 01:55:12;63,693;63,539;64,057;
6913;20.12.17 01:55:13;63,729;63,636;64,015;
6914;20.12.17 01:55:14;63,693;63,325;64,178;
6915;20.12.17 01:55:15;64,057;63,602;64,275;
6916;20.12.17 01:55:16;63,841;63,531;64,127;
6917;20.12.17 01:55:17;63,554;63,457;63,700;
6918;20.12.17 01:55:18;63,704;63,577;63,892;
6919;20.12.17 01:55:19;63,837;63,431;64,181;
6920;20.12.17 01:55:20;63,659;63,536;63,878;
6921;20.12.17 01:55:21;63,608;63,342;63,802;
6922;20.12.17 01:55:22;63,721;63,567;63,959;
6923;20.12.17 01:55:23;63,928;63,620;64,254;
6924;20.12.17 01:55:24;63,727;63,601;63,983;
6925;20.12.17 01:55:25;63,678;63,464;64,089;
6926;20.12.17 01:55:26;63,933;63,545;64,360;
6927;20.12.17 01:55:27;64,733;64,044;66,006;
6928;20.12.17 01:55:28;64,089;63,725;64,337;
6929;20.12.17 01:55:29;64,561;64,113;65,123;
6930;20.12.17 01:55:30;64,285;63,959;64,746;
6931;20.12.17 01:55:31;64,360;63,893;64,939;
6932;20.12.17 01:55:32;64,362;64,013;64,706;
6933;20.12.17 01:55:33;64,140;63,690;64,422;
6934;20.12.17 01:55:34;64,500;63,869;65,151;
6935;20.12.17 01:55:35;64,172;63,692;64,544;
6936;20.12.17 01:55:36;64,354;63,505;64,915;
6937;20.12.17 01:55:37;64,351;63,965;65,157;
6938;20.12.17 01:55:38;64,334;64,024;64,771;
6939;20.12.17 01:55:39;64,135;63,709;64,659;
6940;20.12.17 01:55:40;64,339;63,839;65,033;
6941;20.12.17 01:55:41;64,156;63,613;65,048;
6942;20.12.17 01:55:42;64,367;63,648;65,015;
6943;20.12.17 01:55:43;64,209;63,878;64,578;
6944;20.12.17 01:55:44;64,336;63,699;64,852;
6945;20.12.17 01:55:45;64,536;63,908;65,014;
6946;20.12.17 01:55:46;64,238;63,653;65,159;
6947;20.12.17 01:55:47;64,604;64,222;65,150;
6948;20.12.17 01:55:48;64,781;64,328;65,455;
6949;20.12.17 01:55:49;64,434;63,921;65,026;
6950;20.12.17 01:55:50;64,290;64,039;64,420;
6951;20.12.17 01:55:51;64,043;63,587;64,610;
6952;20.12.17 01:55:52;64,075;63,584;64,372;
6953;20.12.17 01:55:53;64,010;63,789;64,651;
6954;20.12.17 01:55:54;64,342;63,841;65,293;
6955;20.12.17 01:55:55;64,217;63,496;64,988;
6956;20.12.17 01:55:56;64,527;64,213;64,920;
6957;20.12.17 01:55:57;64,694;64,504;64,923;
6958;20.12.17 01:55:58;64,148;63,813;64,557;
6959;20.12.17 01:55:59;63,707;63,635;63,859;
6960;20.12.17 01:56:00;63,765;63,654;63,841;
6961;20.12.17 01:56:01;63,723;63,606;63,849;
6962;20.12.17 01:56:02;63,777;63,636;63,866;
6963;20.12.17 01:56:03;63,745;63,670;63,829;
6964;20.12.17 01:56:04;63,736;63,666;63,797;
6965;20.12.17 01:56:05;63,744;63,607;63,821;
6966;20.12.17 01:56:06;63,670;63,497;63,850;
6967;20.12.17 01:56:07;63,845;63,549;64,068;
6968;20.12.17 01:56:08;63,695;63,495;63,869;
6969;20.12.17 01:56:09;63,719;63,491;64,106;
6970;20.12.17 01:56:10;63,596;63,384;63,799;
6971;20.12.17 01:56:11;63,622;63,486;63,896;
6972;20.12.17 01:56:12;63,733;63,389;64,025;
6973;20.12.17 01:56:13;63,630;63,370;63,876;
6974;20.12.17 01:56:14;63,835;63,605;64,078;
6975;20.12.17 01:56:15;63,645;63,512;64,014;
6976;20.12.17 01:56:16;63,720;63,479;63,945;
6977;20.12.17 01:56:17;63,852;63,699;64,139;
6978;20.12.17 01:56:18;63,689;63,328;63,943;
6979;20.12.17 01:56:19;63,702;63,455;63,856;
6980;20.12.17 01:56:20;63,686;63,551;63,896;
6981;20.12.17 01:56:21;63,677;63,489;63,887;
6982;20.12.17 01:56:22;63,715;63,571;63,907;
6983;20.12.17 01:56:23;63,775;63,520;64,094;
6984;20.12.17 01:56:24;63,792;63,486;64,296;
6985;20.12.17 01:56:25;63,882;63,555;64,474;
6986;20.12.17 01:56:26;63,722;63,561;63,910;
6987;20.12.17 01:56:27;63,741;63,415;64,013;
6988;20.12.17 01:56:28;63,793;63,587;64,206;
6989;20.12.17 01:56:29;63,850;63,514;64,083;
6990;20.12.17 01:56:30;63,642;63,457;63,869;
6991;20.12.17 01:56:31;63,843;63,416;64,717;
6992;20.12.17 01:56:32;63,926;63,480;64,463;
6993;20.12.17 01:56:33;63,933;63,561;64,521;
6994;20.12.17 01:56:34;63,759;63,549;63,979;
6995;20.12.17 01:56:35;63,789;63,586;64,126;
6996;20.12.17 01:56:36;63,692;63,529;63,869;
6997;20.12.17 01:56:37;63,823;63,546;64,295;
6998;20.12.17 01:56:38;63,713;63,313;64,108;
6999;20.12.17 01:56:39;63,631;63,362;63,862;
7000;20.12.17 01:56:40;63,719;63,641;63,780;
7001;20.12.17 01:56:41;63,666;63,556;63,812;
7002;20.12.17 01:56:42;63,721;63,574;63,840;
7003;20.12.17 01:56:43;63,666;63,581;63,734;
7004;20.12.17 01:56:44;63,763;63,640;63,923;
7005;20.12.17 01:56:45;63,725;63,637;63,839;
7006;20.12.17 01:56:46;63,720;63,608;63,792;
7007;20.12.17 01:56:47;63,750;63,673;63,819;
7008;20.12.17 01:56:48;63,598;63,505;63,740;
7009;20.12.17 01:56:49;63,759;63,695;63,915;
7010;20.12.17 01:56:50;63,728;63,527;63,993;
7011;20.12.17 01:56:51;63,640;63,525;63,742;
7012;20.12.17 01:56:52;63,890;63,567;64,237;
7013;20.12.17 01:56:53;63,717;63,487;64,041;
7014;20.12.17 01:56:54;63,690;63,495;63,769;
7015;20.12.17 01:56:55;63,645;63,524;63,815;
7016;20.12.17 01:56:56;64,035;63,709;64,422;
7017;20.12.17 01:56:57;63,733;63,472;63,862;
7018;20.12.17 01:56:58;63,919;63,579;64,279;
7019;20.12.17 01:56:59;63,623;63,381;63,848;
7020;20.12.17 01:57:00;63,617;63,416;63,704;
7021;20.12.17 01:57:01;63,675;63,479;63,802;
7022;20.12.17 01:57:02;63,623;63,464;63,730;
7023;20.12.17 01:57:03;64,236;63,644;65,085;
7024;20.12.17 01:57:04;64,344;63,965;64,852;
7025;20.12.17 01:57:05;63,811;63,710;63,937;
7026;20.12.17 01:57:06;64,167;63,702;64,986;
7027;20.12.17 01:57:07;64,015;63,683;64,264;
7028;20.12.17 01:57:08;63,910;63,602;64,267;
7029;20.12.17 01:57:09;64,126;63,902;64,418;
7030;20.12.17 01:57:10;64,134;63,742;64,666;
7031;20.12.17 01:57:11;63,880;63,569;64,153;
7032;20.12.17 01:57:12;63,785;63,582;63,862;
7033;20.12.17 01:57:13;64,126;63,704;64,586;
7034;20.12.17 01:57:14;64,173;63,664;65,190;
7035;20.12.17 01:57:15;64,294;63,832;65,023;
7036;20.12.17 01:57:16;63,986;63,676;64,372;
7037;20.12.17 01:57:17;64,136;63,640;64,436;
7038;20.12.17 01:57:18;64,359;63,904;64,870;
7039;20.12.17 01:57:19;64,117;63,745;64,603;
7040;20.12.17 01:57:20;63,926;63,775;64,254;
7041;20.12.17 01:57:21;64,120;63,853;64,564;
7042;20.12.17 01:57:22;63,983;63,732;64,307;
7043;20.12.17 01:57:23;63,837;63,755;63,955;
7044;20.12.17 01:57:24;64,202;63,797;64,764;
7045;20.12.17 01:57:25;64,043;63,780;64,429;
7046;20.12.17 01:57:26;64,001;63,654;64,520;
7047;20.12.17 01:57:27;64,322;63,838;65,214;
7048;20.12.17 01:57:28;64,153;63,696;64,589;
7049;20.12.17 01:57:29;64,023;63,685;64,728;
7050;20.12.17 01:57:30;64,049;63,685;64,459;
7051;20.12.17 01:57:31;63,593;63,419;63,874;
7052;20.12.17 01:57:32;63,579;63,515;63,634;
7053;20.12.17 01:57:33;63,551;63,416;63,657;
7054;20.12.17 01:57:34;63,534;63,357;63,748;
7055;20.12.17 01:57:35;63,458;63,385;63,594;
7056;20.12.17 01:57:36;63,523;63,333;63,615;
7057;20.12.17 01:57:37;63,475;63,402;63,642;
7058;20.12.17 01:57:38;63,622;63,482;63,993;
7059;20.12.17 01:57:39;63,504;63,370;63,718;
7060;20.12.17 01:57:40;63,520;63,362;63,615;
7061;20.12.17 01:57:41;63,571;63,420;63,698;
7062;20.12.17 01:57:42;63,534;63,448;63,607;
7063;20.12.17 01:57:43;63,556;63,493;63,663;
7064;20.12.17 01:57:44;63,479;63,407;63,613;
7065;20.12.17 01:57:45;63,555;63,477;63,670;
7066;20.12.17 01:57:46;63,518;63,372;63,642;
7067;20.12.17 01:57:47;63,525;63,460;63,594;
7068;20.12.17 01:57:48;63,549;63,437;63,618;
7069;20.12.17 01:57:49;63,483;63,421;63,618;
7070;20.12.17 01:57:50;63,558;63,471;63,662;
7071;20.12.17 01:57:51;63,499;63,413;63,652;
7072;20.12.17 01:57:52;63,468;63,354;63,559;
7073;20.12.17 01:57:53;63,498;63,396;63,647;
7074;20.12.17 01:57:54;63,542;63,376;63,744;
7075;20.12.17 01:57:55;63,743;63,666;63,799;
7076;20.12.17 01:57:56;63,696;63,595;63,806;
7077;20.12.17 01:57:57;63,743;63,631;63,829;
7078;20.12.17 01:57:58;63,717;63,622;63,876;
7079;20.12.17 01:57:59;63,737;63,664;63,849;
7080;20.12.17 01:58:00;63,718;63,619;63,785;
7081;20.12.17 01:58:01;63,697;63,639;63,746;
7082;20.12.17 01:58:02;63,731;63,628;63,888;
7083;20.12.17 01:58:03;63,723;63,444;64,223;
7084;20.12.17 01:58:04;63,705;63,379;64,305;
7085;20.12.17 01:58:05;63,677;63,265;64,067;
7086;20.12.17 01:58:06;63,789;63,475;64,052;
7087;20.12.17 01:58:07;63,642;63,414;63,859;
7088;20.12.17 01:58:08;63,518;63,434;63,692;
7089;20.12.17 01:58:09;63,542;63,298;63,734;
7090;20.12.17 01:58:10;63,745;63,476;64,382;
7091;20.12.17 01:58:11;63,689;63,446;63,821;
7092;20.12.17 01:58:12;63,734;63,309;64,102;
7093;20.12.17 01:58:13;63,613;63,462;63,682;
7094;20.12.17 01:58:14;63,727;63,421;64,013;
7095;20.12.17 01:58:15;63,706;63,451;63,896;
7096;20.12.17 01:58:16;63,764;63,550;63,985;
